level,levelName,dateTime,container,env,epochTimestampNS,namespace,resource,service,version,data,Tags
20,INFO,2023-04-29T12:41:34.682Z,5CG1231T7V,dev,3.47E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Log In API is listening on port 3001""}""level",
20,INFO,2023-04-29T12:41:34.717Z,5CG1231T7V,dev,3.47E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T12:42:07.051Z,5CG1231T7V,dev,3.47E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Log In API is listening on port 3001""}""level",
20,INFO,2023-04-29T12:42:07.070Z,5CG1231T7V,dev,3.47E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T12:43:53.186Z,5CG1231T7V,dev,3.48E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""f9811764-c1e6-491f-af03-46ca996711bc"",""correlationOriginId"":""f9811764-c1e6-491f-af03-46ca996711bc""}""level",
20,INFO,2023-04-29T12:43:53.192Z,5CG1231T7V,dev,3.48E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""statusCode"":404,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""f9811764-c1e6-491f-af03-46ca996711bc"",""correlationOriginId"":""f9811764-c1e6-491f-af03-46ca996711bc""}""level",
20,INFO,2023-04-29T12:44:34.054Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""d2e033ab-f7d4-4526-8e93-78328a64dc41"",""correlationOriginId"":""d2e033ab-f7d4-4526-8e93-78328a64dc41""}""level",
20,INFO,2023-04-29T12:44:34.056Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""statusCode"":404,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""d2e033ab-f7d4-4526-8e93-78328a64dc41"",""correlationOriginId"":""d2e033ab-f7d4-4526-8e93-78328a64dc41""}""level",
20,INFO,2023-04-29T12:45:21.545Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Log In API is listening on port 3001""}""level",
20,INFO,2023-04-29T12:45:21.556Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T12:45:22.529Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""b1983613-0c5f-4daf-8a65-367bd64103d3"",""correlationOriginId"":""b1983613-0c5f-4daf-8a65-367bd64103d3""}""level",
20,INFO,2023-04-29T12:45:22.537Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""statusCode"":404,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""b1983613-0c5f-4daf-8a65-367bd64103d3"",""correlationOriginId"":""b1983613-0c5f-4daf-8a65-367bd64103d3""}""level",
20,INFO,2023-04-29T12:45:33.450Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""8fd81846-1381-49a6-8c4a-cce3f2f3bd25"",""correlationOriginId"":""8fd81846-1381-49a6-8c4a-cce3f2f3bd25""}""level",
20,INFO,2023-04-29T12:45:33.453Z,5CG1231T7V,dev,3.49E+13,email-service-dev,5CG1231T7V,email-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/email"",""method"":""GET"",""uri"":""/api/email"",""statusCode"":404,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""8fd81846-1381-49a6-8c4a-cce3f2f3bd25"",""correlationOriginId"":""8fd81846-1381-49a6-8c4a-cce3f2f3bd25""}""level",
