level,levelName,dateTime,container,env,epochTimestampNS,namespace,resource,service,version,data,Tags
20,INFO,2023-04-29T06:40:39.517Z,5CG1231T7V,dev,1.30E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Log In API is listening on port 3001""}""level",
20,INFO,2023-04-29T06:40:39.540Z,5CG1231T7V,dev,1.30E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T06:43:39.021Z,5CG1231T7V,dev,1.32E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/register"",""method"":""POST"",""uri"":""/api/register"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""e8ebae59-75a6-49c7-9c98-7d19c28acaec"",""correlationOriginId"":""e8ebae59-75a6-49c7-9c98-7d19c28acaec""}""level",
20,INFO,2023-04-29T06:43:39.031Z,5CG1231T7V,dev,1.32E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/register"",""method"":""POST"",""uri"":""/api/register"",""statusCode"":400,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""e8ebae59-75a6-49c7-9c98-7d19c28acaec"",""correlationOriginId"":""e8ebae59-75a6-49c7-9c98-7d19c28acaec""}""level",
20,INFO,2023-04-29T06:44:44.643Z,5CG1231T7V,dev,1.33E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Log In API is listening on port 3001""}""level",
20,INFO,2023-04-29T06:44:44.669Z,5CG1231T7V,dev,1.33E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T06:44:50.261Z,5CG1231T7V,dev,1.33E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/register"",""method"":""POST"",""uri"":""/api/register"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""819ca410-fde2-44d0-a05e-bf318d36a7d9"",""correlationOriginId"":""819ca410-fde2-44d0-a05e-bf318d36a7d9""}""level",
50,ERROR,2023-04-29T06:44:50.264Z,5CG1231T7V,dev,1.33E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""errorDesc"":""Bad Request: name param is required"",""route"":""/api/register"",""method"":""POST"",""uri"":""/api/register"",""statusCode"":400,""stack"":""Error: Bad Request: name param is required\n    at Object.register (C:\\chanaka\\res\\login\\controllers\\registrationController.js:17:19)\n    at C:\\chanaka\\res\\login\\routes.js:13:33\n    at Layer.handle [as handle_request] (C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at next (C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\route.js:144:13)\n    at Route.dispatch (C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\route.js:114:3)\n    at Layer.handle [as handle_request] (C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\layer.js:95:5)\n    at C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\index.js:284:15\n    at Function.process_params (C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\index.js:346:12)\n    at next (C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\index.js:280:10)\n    at Function.handle (C:\\chanaka\\res\\login\\node_modules\\express\\lib\\router\\index.js:175:3)"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""819ca410-fde2-44d0-a05e-bf318d36a7d9"",""correlationOriginId"":""819ca410-fde2-44d0-a05e-bf318d36a7d9""}""level",['consumer Error']
20,INFO,2023-04-29T06:44:50.273Z,5CG1231T7V,dev,1.33E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/register"",""method"":""POST"",""uri"":""/api/register"",""statusCode"":400,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""819ca410-fde2-44d0-a05e-bf318d36a7d9"",""correlationOriginId"":""819ca410-fde2-44d0-a05e-bf318d36a7d9""}""level",
20,INFO,2023-04-29T07:10:31.489Z,5CG1231T7V,dev,1.48E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Log In API is listening on port 3001""}""level",
20,INFO,2023-04-29T07:10:31.507Z,5CG1231T7V,dev,1.48E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T12:16:01.333Z,5CG1231T7V,dev,3.31E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Log In API is listening on port 3000""}""level",
20,INFO,2023-04-29T12:16:01.362Z,5CG1231T7V,dev,3.31E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T12:39:58.365Z,5CG1231T7V,dev,3.46E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Log In API is listening on port 3000""}""level",
20,INFO,2023-04-29T12:39:58.385Z,5CG1231T7V,dev,3.46E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T12:40:12.709Z,5CG1231T7V,dev,3.46E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/login"",""method"":""POST"",""uri"":""/api/login"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""b53cf5aa-d031-45a7-9991-f5c3c0655379"",""correlationOriginId"":""b53cf5aa-d031-45a7-9991-f5c3c0655379""}""level",
20,INFO,2023-04-29T12:40:12.809Z,5CG1231T7V,dev,3.46E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/login"",""method"":""POST"",""uri"":""/api/login"",""statusCode"":200,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""b53cf5aa-d031-45a7-9991-f5c3c0655379"",""correlationOriginId"":""b53cf5aa-d031-45a7-9991-f5c3c0655379""}""level",
20,INFO,2023-04-29T12:43:41.578Z,5CG1231T7V,dev,3.48E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/login"",""method"":""POST"",""uri"":""/api/login"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""a3dfb9f5-f539-4852-baab-0460ec872f3e"",""correlationOriginId"":""a3dfb9f5-f539-4852-baab-0460ec872f3e""}""level",
20,INFO,2023-04-29T12:43:41.646Z,5CG1231T7V,dev,3.48E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/login"",""method"":""POST"",""uri"":""/api/login"",""statusCode"":200,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""a3dfb9f5-f539-4852-baab-0460ec872f3e"",""correlationOriginId"":""a3dfb9f5-f539-4852-baab-0460ec872f3e""}""level",
20,INFO,2023-04-29T12:49:45.115Z,5CG1231T7V,dev,3.52E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""correlationCurrentId"":""787e5a3b-9b64-42d6-9c10-a7b803593708"",""correlationOriginId"":""787e5a3b-9b64-42d6-9c10-a7b803593708""}""level",
20,INFO,2023-04-29T12:49:45.122Z,5CG1231T7V,dev,3.52E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""correlationCurrentId"":""787e5a3b-9b64-42d6-9c10-a7b803593708"",""correlationOriginId"":""787e5a3b-9b64-42d6-9c10-a7b803593708""}""level",
20,INFO,2023-04-29T12:51:04.092Z,5CG1231T7V,dev,3.52E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""correlationCurrentId"":""bac1d887-265b-4bfc-ab2b-fdb0a4c29bfb"",""correlationOriginId"":""bac1d887-265b-4bfc-ab2b-fdb0a4c29bfb""}""level",
20,INFO,2023-04-29T12:51:04.097Z,5CG1231T7V,dev,3.52E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""correlationCurrentId"":""bac1d887-265b-4bfc-ab2b-fdb0a4c29bfb"",""correlationOriginId"":""bac1d887-265b-4bfc-ab2b-fdb0a4c29bfb""}""level",
20,INFO,2023-04-29T12:51:49.021Z,5CG1231T7V,dev,3.53E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""correlationCurrentId"":""b8b36a60-2f73-46e0-8e3c-4fd45c7c8758"",""correlationOriginId"":""b8b36a60-2f73-46e0-8e3c-4fd45c7c8758""}""level",
20,INFO,2023-04-29T12:51:49.024Z,5CG1231T7V,dev,3.53E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""correlationCurrentId"":""b8b36a60-2f73-46e0-8e3c-4fd45c7c8758"",""correlationOriginId"":""b8b36a60-2f73-46e0-8e3c-4fd45c7c8758""}""level",
20,INFO,2023-04-29T12:53:25.268Z,5CG1231T7V,dev,3.54E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""correlationCurrentId"":""5cb48cec-74a3-46a8-97de-547a0db64d0e"",""correlationOriginId"":""5cb48cec-74a3-46a8-97de-547a0db64d0e""}""level",
20,INFO,2023-04-29T12:53:25.271Z,5CG1231T7V,dev,3.54E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""correlationCurrentId"":""5cb48cec-74a3-46a8-97de-547a0db64d0e"",""correlationOriginId"":""5cb48cec-74a3-46a8-97de-547a0db64d0e""}""level",
20,INFO,2023-04-29T12:54:01.996Z,5CG1231T7V,dev,3.54E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""correlationCurrentId"":""2b2850ff-bbf3-4193-b2e8-cae3cc35d50f"",""correlationOriginId"":""2b2850ff-bbf3-4193-b2e8-cae3cc35d50f""}""level",
20,INFO,2023-04-29T12:54:01.998Z,5CG1231T7V,dev,3.54E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""correlationCurrentId"":""2b2850ff-bbf3-4193-b2e8-cae3cc35d50f"",""correlationOriginId"":""2b2850ff-bbf3-4193-b2e8-cae3cc35d50f""}""level",
20,INFO,2023-04-29T12:59:01.174Z,5CG1231T7V,dev,3.57E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Log In API is listening on port 3000""}""level",
20,INFO,2023-04-29T12:59:01.187Z,5CG1231T7V,dev,3.57E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""connected to database""}""level",
20,INFO,2023-04-29T12:59:30.720Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""correlationCurrentId"":""24380adf-335d-42d0-93bc-e12b5b5b4dc2"",""correlationOriginId"":""24380adf-335d-42d0-93bc-e12b5b5b4dc2""}""level",
20,INFO,2023-04-29T12:59:30.728Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""correlationCurrentId"":""24380adf-335d-42d0-93bc-e12b5b5b4dc2"",""correlationOriginId"":""24380adf-335d-42d0-93bc-e12b5b5b4dc2""}""level",
20,INFO,2023-04-29T13:00:34.644Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""7f6564f8-475f-4eff-a010-d9f59e484a47"",""correlationOriginId"":""7f6564f8-475f-4eff-a010-d9f59e484a47""}""level",
20,INFO,2023-04-29T13:00:34.650Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""7f6564f8-475f-4eff-a010-d9f59e484a47"",""correlationOriginId"":""7f6564f8-475f-4eff-a010-d9f59e484a47""}""level",
20,INFO,2023-04-29T13:00:48.982Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""4fa45f4e-6585-43de-a607-89a3b18b81c8"",""correlationOriginId"":""4fa45f4e-6585-43de-a607-89a3b18b81c8""}""level",
20,INFO,2023-04-29T13:00:48.983Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""4fa45f4e-6585-43de-a607-89a3b18b81c8"",""correlationOriginId"":""4fa45f4e-6585-43de-a607-89a3b18b81c8""}""level",
20,INFO,2023-04-29T13:01:00.586Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Started"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""26a85d21-7d54-40a2-bc76-4b705f3a740e"",""correlationOriginId"":""26a85d21-7d54-40a2-bc76-4b705f3a740e""}""level",
20,INFO,2023-04-29T13:01:00.588Z,5CG1231T7V,dev,3.58E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Inbound Completed"",""route"":""/api/userData"",""method"":""GET"",""uri"":""/api/userData"",""statusCode"":200,""query"":{},""clientInfo"":{""user-agent"":""PostmanRuntime/7.29.2""},""correlationCurrentId"":""26a85d21-7d54-40a2-bc76-4b705f3a740e"",""correlationOriginId"":""26a85d21-7d54-40a2-bc76-4b705f3a740e""}""level",
20,INFO,2023-04-29T13:01:38.818Z,5CG1231T7V,dev,3.59E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""Log In API is listening on port 3000""}""level",
20,INFO,2023-04-29T13:01:38.837Z,5CG1231T7V,dev,3.59E+13,login-service-dev,5CG1231T7V,login-service,0.0.1,"{""message"":""connected to database""}""level",
